TCGA-OR-A5J1-01	TCGA-OR-A5J2-01	TCGA-OR-A5J3-01	TCGA-OR-A5J5-01	TCGA-OR-A5J6-01	TCGA-OR-A5J7-01	TCGA-OR-A5J8-01	TCGA-OR-A5J9-01	TCGA-OR-A5JA-01	TCGA-OR-A5JB-01	TCGA-OR-A5JC-01	TCGA-OR-A5JD-01	TCGA-OR-A5JE-01	TCGA-OR-A5JF-01	TCGA-OR-A5JG-01	TCGA-OR-A5JI-01	TCGA-OR-A5JJ-01	TCGA-OR-A5JK-01	TCGA-OR-A5JL-01	TCGA-OR-A5JM-01	TCGA-OR-A5JO-01	TCGA-OR-A5JP-01	TCGA-OR-A5JQ-01	TCGA-OR-A5JR-01	TCGA-OR-A5JS-01	TCGA-OR-A5JT-01	TCGA-OR-A5JV-01	TCGA-OR-A5JW-01	TCGA-OR-A5JX-01	TCGA-OR-A5JY-01	TCGA-OR-A5JZ-01	TCGA-OR-A5K0-01	TCGA-OR-A5K1-01	TCGA-OR-A5K2-01	TCGA-OR-A5K3-01	TCGA-OR-A5K4-01	TCGA-OR-A5K5-01	TCGA-OR-A5K6-01	TCGA-OR-A5K8-01	TCGA-OR-A5K9-01	TCGA-OR-A5KO-01	TCGA-OR-A5KT-01	TCGA-OR-A5KU-01	TCGA-OR-A5KV-01	TCGA-OR-A5KW-01	TCGA-OR-A5KX-01	TCGA-OR-A5KY-01	TCGA-OR-A5KZ-01	TCGA-OR-A5L3-01	TCGA-OR-A5L4-01	TCGA-OR-A5L5-01	TCGA-OR-A5L6-01	TCGA-OR-A5L8-01	TCGA-OR-A5L9-01	TCGA-OR-A5LA-01	TCGA-OR-A5LB-01	TCGA-OR-A5LC-01	TCGA-OR-A5LD-01	TCGA-OR-A5LE-01	TCGA-OR-A5LG-01	TCGA-OR-A5LH-01	TCGA-OR-A5LJ-01	TCGA-OR-A5LK-01	TCGA-OR-A5LL-01	TCGA-OR-A5LM-01	TCGA-OR-A5LN-01	TCGA-OR-A5LO-01	TCGA-OR-A5LP-01	TCGA-OR-A5LR-01	TCGA-OR-A5LS-01	TCGA-OR-A5LT-01	TCGA-OU-A5PI-01	TCGA-P6-A5OF-01	TCGA-PA-A5YG-01	TCGA-PK-A5H8-01	TCGA-PK-A5H9-01	TCGA-PK-A5HA-01	TCGA-PK-A5HB-01
CCDC32	1075.77	291.746	210.487	375.926	533.619	660.285	444.231	484.06	752.109	653.791	775.534	556.189	639.542	366.684	308.026	780.176	407.93	1212.73	1028.2	164.56	525.397	383.825	493.071	649.793	816.397	969.423	655.343	607.284	508.409	493.542	729.908	922.955	992.756	1008.65	840.712	936.712	315.971	571.439	382.337	74.4019	362.334	408.227	533.672	436.24	948.881000000001	498.719	623.066	328.551	855.837	482	837.302	583.72	298.448	968.763	799.184	538.967	454.749	445.454	457.642	702.536999999999	740.289	235.741	606.966	435.46	1185.97	1096.44	613.292	298.632	814.686	290.869	459.753	353.136	425.737	378.178	554.522	336.652	341.229	494.788
TMEM259	4271.85	4126.96	7568.66	11544.5	5178.37	5155.64	4202.65	7733.53	6241.54	1995.32	7204.2	5807.65	5777.71	7707.69	6041.65	4180.39	8196.79	5165.52	3579.52	5117.67	3069.42	6066.75	5455.96	4149.77	4835	3596.35	2258.57	5411.58	6677.48	5025.97	2377.16	6378.44	2876.81	5529.69	7097.02	2358.73	6033.07	3969.21	7351.23	8361.04	5692.13	3269.75	7568.68	5742.77	6423.11	5321.22	5403.43	5508.48	5102.68	5547.79	3434.19	4697.2	4189.55	2693.55	2887.31	6670.24	5894.84	2895.52	5428.31	4369.01	4332.74	4313.11	6530.51	5530.73	3553.95	6506.36	9141.28	5423.98	2540.59	6650.18	6550.17	2295.32	5234.26	5719.37	5805.12	3078.78	6765.16	3368.08
MYADM	382.325	2893.7	1472.97	1292.8	662.804	1340.55	1058.43	2132.7	1381.08	1013.26	658.397	1314.93	679.864	811.275	1263.47	1581.87	1137.44	1158.66	389.476	2288.36	1480.99	767.677	1785.61	839.437	1591.93	1125.19	975.078	398.42	943.084	503.359	1446.85	1589.32	1085.64	1666.16	240.621	870.096	5400.09	954.064	879.536	155.233	1355.2	1304.43	811.811	3676.44	1255.57	1349.9	2174.21	3058.79	323.661	376.663	950.846	347.664	1381.09	1322.58	1267.97	517.077	1482.36	542.741	782.326	589.239	630.739	1879.69	855.932	599.372	514.483	434.682	1455.55	1231.48	1767.36	992.037999999999	737.245	1673.32	2434.1	491.909	477.202	1829.89	1905.18	841.219
TADA2B	2100.86	1268.29	1499.63	4556.93	1240.1	1180.91	545.794	3155.7	1542.28	403.253	1942.11	1367.11	838.801	2830.39	1190.92	2187.79	2847.84	2662.09	3030.3	850.862	1052.83	2162.93	1633.92	3507.04	1039.22	4207.04	2218.59	2908.73	1735.04	910.434	2262.97	1600.42	2175.41	754.049	3834.41	4901.22	760.221	1288.74	3269.96	1021.55	3503.28	773.603	2528.87	1129.58	2375.59	1437.38	1200.22	527.879	1181.92	1145.59	1139.27	1519.63	1948.12	1930.11	2399.29	3087.07	990.502	2519.67	1264.51	1627.57	3024.03	799.396000000001	2833.9	1557.05	2594.63	1734.1	1193.18	1295.39	1855.23	2386.58	2881.8	3394.53	2222.53	972.723	1356.03	1442.55	1216.65	923.416
KTI12	361.191	184.002	303.955	298.218	392.876	246.29	382.926	455.913	488.372	387.212	413.486	189.927	343.326	428.613	441.22	227.567	515.841	367.658	381.959	195.69	346.086	260.87	189.907	252.113	226.785	337.795	334.891	240.456	222.475	300.94	392.947	262.685	544.06	316.13	323.415	505.362	156.638	318.021	328.012	262.093	249.766	490.366	381.237	560.355	416.903	498.088	419.701	298.182	193.08	284.448	453.304	274.766	354.749	123.656	350.488	403.31	251.696	122.117	332.12	315.322	587.208	336.27	215.254	120.832	471.86	167.63	549.255	223.905	492.887	198.543	260.204	429.875	216.269	243.181	314.803	490.273	165.38	506.816
C12ORF57	2249.28	1579.92	1789.96	1411.31	1389.88	2081.43	4404.06	1758.72	2037.53	2630.28	2159.67	2009.1	4113.69	1286.61	3752.79	2177.61	2070.06	3660.56	1612.87	732.759	3247.59	2519.1	1761.72	705.634	2232.33	1470.57	1201.97	872.751	1847.9	612.181	1338.71	2439.22	1117.93	2455.63	1683.05	1052.18	1457.05	2273.6	2319.3	1487.25	546.392	2674.37	1533.92	985.345000000001	2339.95	2298.28	2760.38	2019.39	1637.28	952.651	2593.12	2491.59	1005.19	2360.22	3388.64	2073.9	3704.88	2432.84	1047.41	1428.28	1548.13	1741.25	1833.9	897.861	200.51	898.266	187.89	2260.65	1570.71	365.238	1619.05	1153.93	1171.29	2222.38	915.678	669.633	922.822	864.475
HELQ	219.981	288.686	279.662	427.575	832.138	475.331	188.148	334.88	681.29	151.944	340.967	470.874	459.842	569.939	619.105	518.964	557.341	281.464	765.328	249.569	462.707	337.286	485.717	565.258	342.582	608.315	694.704	807.81	184.855	243.619	348.615	417.019	244.289	272.943	306.598	738.994	258.613	637.557	484.76	327.616	808.81	916.184999999999	402.168	423.833	401.242	1175.91	265.634	383.636	340.402	305.019	374.659	271.028	450.12	188.172	342.502	790.768	337.856	316.147	316.744	249.346	642.779	239.114	452.542	837.446	396.218	342.197	1347.91	284.73	394.142	626.122	327.381	707.526	430.583	380.49	282.948	406.874	551.268	672.013
CYGB	163.785	468.259	121.463	441.518	746.633	451.665	1497.31	404.236	256.871	62.3816	469.466	645.024	1286.76	249.445	188.634	1229.42	290.942	164.76	241.954	241.81	1362.21	1197.63	511.197	407.981	191.639	434.916	208.203	125.055	269.823	1300.04	384.887	699.789	1023.53	519.11	73.7387	947.973	322.921	273.094	484.76	149.077	153.702	1821.77	201.084	853.837	190.631	514.34	656.558	544.242	205.357	514.985	462.043	1340.19	219.872	1682.8	1042.59	257.373	1472.86	343.284	112.552	214.765	267.67	126.343	262.712	148.946	255.14	230.058	264.296	507.754	738.912	103.676	61.2245	556.442	224.091	501.618	294.191	549.943	619.074	376.103
SMIM19	437.08	681.251	594.875	766.073	1137.83	778.179	569.416	824.792	698.731	420.63	977.735	1231.8	889.706	565.306	794.303	714.154	967.871	1151.03	777.073	555.603	1194.29	666.667	824.923	791.549	1021.83	923.369	431.983	658.622	651.857	738.468	1126.45	663.319	1054.17	1171.24	443.726	1218.02	728.066	899.546	439.768	986.368	1529.99	1608.86	631.658	656.768	1242.61	928.776	534.366	823.03	1354.91	434.829	984.162	928.972	1350.76	758.064	1952.09	1001.52	779.511000000001	507.463	1143.97	984.643	1223.97	680.091	418.644	1683.86	606.934	1042.77	733.301	386.105	1138.91	731.154	293.367	519.954	894.016	604.253	741.412	639.274	778.942	322.374
RMI2	297.31	127.231	231.077	780.79	197.276	443.241	571.073	310.402	1274.84	514.649	305.98	74.6359	908.937	346.365	1065.7	188.714	1257.47	295.957	654.452	790.517	119.861	298.639	556.186	157.746	779.134	158.238	171.34	251.426	95.3462	690.103	275.399	251.586	390.034	640.898	178.525	337.281	734.497	203.937	429.608	445.91	2419.4	83.815	97.1781	341.689	468.746	532.027	495.849	800	93.75	319.915	123.43	757.009	221.469	172.043	130.435	482.574	742.876	1028.49	1134.13	257.536	199.595	509.439	40.678	52.0413	407.024	49.711	470.927	70.9622	290.377	353.041	279.762	414.481	291.748	74.896	1058.09	90.0288	121.279	490.778
JDP2	779.059	812.911	77.6181	554.609	720.925	439.23	2634.48	226.087	167.019	468.753	305.98	183.252	1097.85	172.603	237.539	483.811	738.51	441.648	588.678	798.707	852.526	550.285	197.074	158.685	301.147	433.021	1140.19	601.141	441.706	1098.07	143.745	161.734	240.976	686.677	385.511	126.06	785.944	588.592	193.033	1004.4	862.699	815.029	174.173	90.6286	815.445	1124.76	252.352	108.485	209.821	495.123	300.382	164.486	341.979	134.409	175.688	467.654	329.037	170.963	787.862	580.139	290.825	566.323	235.593	303.275	246.736	184.971	63.9116	234.484	339.749	213.451	1170.07	381.414	522.487	253.352	422.236	535.287	501.103	162.791
IQCK	213.737	109.918	325.285	475.6	240.867	603.289	167.841	207.048	317.653	129.219	316.158	425.364	165.158	388.454	331.049	507.863	269.522	332.571	120.742	42.2414	295.334	255.6	412.86	368.075	57.3437	385.171	207.684	168.056	352.197	47.4698	473.552	98.8372	458.766	298.856	494.178	233.071	58.7965	236.749	386.067	150.396	232.427	220.617	248.178	290.012	324.558	276.769	215.606	297.576	305.804	248.98	614.965	484.112	198.723	725.807	433.008	175.778	108.548	717.775	65.8089	137.868	236.18	99.6728	249.153	88.53	259.943	402.312	85.5358	319.109	462.762	153.143	391.156	129.989	298.788	293.111	366.646	114.106	328.004	350.04
ZC3H18	993.276	701.785	1340.25	1598.76	608.036	613.317	993.784	1140.63	1406.98	1408.04	968.83	970.874	790.724	1342.99	1682.12	1213.69	1644.36	1464.53	673.714	713.793	630.621	1232.76	1059.02	1553.52	1174.99	1513.21	975.078	1298.38	1208.37	920.287	1378.34	513.213	1445.86	674.583999999999	1354.46	1368.73	840.147	912.166	1127.72	948.549	1927.37	687.861	879.836	767.451	1702.71	733.748	1236.08	1192.73	774.554	1296.68	1077.01	977.57	1097.37	774.193	996.451	677.002	1021.71	503.392	1076.93	478.216	651.115	362.447	806.78	1238.82	1666.52	1045.09	954.349	1306.85	1486.19	1019.82	839.286	1297.04	921.001	972.723	1383.51	813.4	1389.75	765.437
HEXIM2	235.975	100.541	270.822	235.476	206.134	134.617	167.688	130.185	234.651	261.455	173.995	233.617	256.748	156.32	272.675	279.241	288.67	251.304	134.799	162.707	275.179	117.699	236.684	110.925	354.132	88.0114	78.5202	121.369	251.189	126.606	84.7557	307.495	132.479	165.511	161.617	86.8415	225.806	632.332	114.659	168.342	167.634	129.451	198.176	229.136	217.632	234.049	113.235	75.1758	683.326	123.369	205.019	252.991	277.546	172.043	220.568	428.125	322.442	101.465	106.008	87.6214	178.607	131.664	145.525	154.527	232.928	182.405	352.58	87.4465	111.682	206.83	154.116	237.891	185.327	128.41	204.222	163.598	136.169	78.1877
ZNF441	206.052	214.602	363.205	560.031	208.453	174.89	78.3257	469.853	399.577	43.2216	445.929	385.922	125	596.197	253.661	278.446	174.03	199.847	139.065	203.448	141.458	102.767	339.206	269.484	172.771	146.867	217.03	426.942	446.246	170.175	178.002	114.165	156.51	166.703	491.591	147.911	57.8778	117.113	526.851	2.6385	283.974	151.252	299.01	114.925	367.76	200.287	310.349	176.97	104.911	375.953	161.66	248.598	440.144	177.419	104.703	388.39	31.886	301.221	14.7609	222.955	145.413	604.581	306.78	257.814	452.649	305.202	425.757	370.678	173.222	382.856	402.211	360.889	321.079	325.012	632.73	390.474	227.674	113.071
HSPB6	5084.53	14466.9	9929.2	14778.5	6301.67	93.8628	8130.54	25451.9	137.421	216.108	39171.8	14603.8	25155	3257.46	6148.06	219557	3300.76	72769.6	2345.31	10363.8	9134.29	20244.6	60482.1	69472.7999999999	9147.97999999999	50128.2	26763.8	32.4704	42610.7	61.8003	30238.8	2816.07	25272.7	6122.22	39874.5	55308	12581.1	9345.78	5596.52	16115.2	13865.5	1560.69	22112.5	12060.2	5816.12	40591.3	23477.6	16105.5	36583.7	5562.69	25984.7	47358.9	6322.83	193828	61429.5	2292.57	21002	340278	13188.2	9846.43	8903.05	2490.31	54679.7	2247.35	5073.39	60523.7	184.046	37710.4	41396.7	708.115	44618.2	1019.38	7122.8	34444.8	10618.4	1411.15	62.2933	184.042
SREK1	796.83	870.487	2117.61	6186.68	836.609	1934.62	575.632	1407.86	1428.65	1506.07	2835.88	1321.6	735.86	1794	1858.39	1573.54	1730.92	2115.94	1202.72	1346.55	728.346	1141.85	1328.95	1581.22	1953.39	1453.04	1395.64	2430.01	3678.29	2020.6	1651.05	669.662	1413.56	800.691	2953.43	1702.65	991.272	778.395	3593.61	1414.25	2238.52	829.48	2385.35	1058.23	2133.66	1232.31	1843.94	1667.27	1029.02	1358.4	2096.67	3816.82	1830.81	3037.63	1293.7	1667.79	1574.63	2158.75	1243.6	1310.89	1041.97	2891.01	1742.37	1662.33	2362.9	2545.66	2845.27	1538.25	1805.02	2628.49	2580.78	1926.45	2145.48	1533.06	3800.12	1432.09	1202.87	1336.41
CWF19L2	253.602	312.441	80.5807	63.5167	247.015	162.455	210.112	123.413	197.146	277.598	94.1476	110.437	94.457	101.554	91.361	164.662	114.681	102.212	194.973	245.69	288.315	94.4225	173.186	200	174.991	188.085	216.511	90.8293	130.371	145.096	227.708	146.935	145.745	194.343	102.199	193.292	390.905	104.998	63.8607	120.053	148.079	160.886	111.381	245.661	139.868	313.098	117.322	327.273	127.232	159.603	158.929	63.5514	371.907	123.656	144.632	176.244	86.8385	313.433	246.63	162.894	118.09	93.1286	164.407	359.503	96.0528	114.451	195.099	185.559	175.732	107.064	155.612	190.422	168.948	177.994	181.761	258.571	284.454	192.061
SPINDOC	543.708	311.636	347.208	472.502	263.78	517.449	670.12	464.073	414.905	1031.08	361.959	220.874	785.634	190.366	149.402	257.169	441.767	545.385	234.907	621.552	326.649	594.642	341.993	291.08	565.668	461.921	318.795	125.055	539.646	687.416	566.919	314.482	448.829	639.171	417.853	716.583	744.603	262.494	291.727	414.688	467.198	388.247	353.579	531.045	327.798	714.627	391.81	721.212	257.812	282.32	432.55	560.748	181.165	645.161	439.219	234.06	388.738	769.335	710.367	686.611	296.846	326.202	279.661	116.046	272.55	286.705	179.241	221.261	942.259	177.537	333.333	187.571	351.193	260.287	459.713	267.993	325.799	234.964
RUNDC1	480.307	474.299	712.191	331.526	753.339	270.758	381.268	383.838	737.844	525.342	754.453	906.553	393.665	607.781	398.226	510.638	371.709	494.279	793.986	1143.97	364.983	495.828	655.32	474.178	663.337	534.881	689.512	747.258	577.266	1009.4	539.379	657.505	443.032	377.456	507.115	626.94	469.913	708.228	523.948	338.171	531.396	312.139	396.188	763.209	648.036	1374.76	263.863	188.485	552.455	1071.11	493.173	515.888	294.892	462.366	357.587	565.567	398.914	142.47	381.938	435.9	808.105	440.977	325.424	1243.01	1312.92	662.428	373.859	536.403	723.013	562.426	551.871	476.625	431.365	400.832	903.186	508.069	762.955	282.678
TLCD4	653.698	303.152	316.99	236.251	1477.13	697.585	12.8471	389.522	785.708	12.4763	599.873	355.582	387.392	512.019	67.1772	340.425	484.891	598.78	917.792	670.25	501.581	457.888	328.333	1250.6	384.758	555.57	569.091	562.233	282.147	1499.82	1079.93	773.679	781.724	353.271	1007.76	1154.02	340.873	148.915	368.607	91.029	1159.33	120.424	763.11	161.589	527.339	1062.54	108.024	654.891	456.473	1040.03	692.518	274.766	406.129	483.871	403.727	460.263	147.219	320.217	858.05	462.291	1847.44	878.268	389.83	145.955	574.468	257.803	445.497	410.43	648.385	342.463	630.102	313.569	216.508	841.734	789.219	1604.04	121.83	991.107
ADAL	263.209	222.252	107.836	89.0782	124.625	104.693	139.246	91.7947	250.529	191.601	173.028	270.024	154.977	152.524	279.995	86.0315	158.411	193.745	327.93	119.828	172.233	57.0927	159.251	183.568	193.489	104.702	191.07	237.824	162.153	193.462	126.28	90.9091	133.324	96.7394	275.55	172.563	135.048	242.807	110.305	45.2946	111.996	104.046	263.128	208.253	237.073	106.597	106.254	84.2424	245.536	172.371	200.437	134.579	156.425	134.409	142.857	366.476	129.579	112.619	161.139	194.29	152.822	207.4	186.441	271.572	218.52	194.22	214.801	216.853	162.343	123.327	164.116	103.193	113.414	284.327	175.515	229.957	93.7155	394.948
SDE2	353.026	835.458	314.028	221.534	259.868	602.487	326.564	457.613	342.495	582.823	194.02	262.743	273.756	296.94	371.356	280.296	257.028	354.691	439.746	720.258999999999	303.972	964.866	345.576	344.601	771.735	338.742	565.421	312.418	160.208	458.576	382.2	439.746	369.331	424.099	197.93	367.536	327.974	505.805	220.61	941.512999999999	376.289	246.628	246.683	488.623	352.099	392.447	392.252	540.606	324.777	344.033	259.967	209.346	384.278	161.29	184.561	357.617	380.597	291.723	317.974	360.824	304.718	305.059	274.576	604.755	346.39	329.48	372.417	353.929	327.197	933.763	317.177	412.201	492.374	388.349	351.031	456.425	362.734	623.095
ZNF584	108.549	197.691	652.94	372.579	217.395	543.522	186.904	617.744	566.596	203.631	648.219	458.131	717.76	416.642	604.058	213.691	524.766	331.045	188.865	588.362	219.745	641.634	355.927	230.047	346.652	155.869	210.8	400.175	435.22	177.34	137.699	345.666	140.776	716.044	474.774	149.592	284.336	297.325	448.476	542.656	355.202	621.387	651.093	626.687	282.435	450.765	756.17	336.97	261.161	546.196	163.299	166.355	465.682	166.667	215.617	425.224	514.925	402.985	222.028	368.104	257.019	438.963	228.814	253.626	538.496	276.301	506.007	306.768	143.096	420.803	293.367	611.174	405.162	363.846	505.309	215.999	250.827	231.355
RSBN1L	188.554	408.138	303.872	175.143	423.412	422.812	190.348	337.845	301.454	301.499	200.407	230.279	133.971	287.935	241.15	205.985	303.556	251.754	379.77	161.47	222.737	232.31	273.658	601.352	285.757	336.425	660.524	347.574	213.764	313.139	271.295	233.007	460.894	197.461	258.15	505.306	94.1158	193.059	263.57	281.033	493.993	221.869	285.158	142.225	313.563	283.7	282.223	440.394	113.281	434.971	198.438	385.664	559.046	177.419	141.97	323.46	172.822	302.537	309.917	227.214	350.81	336.048	247.915	372.663	277.1	157.491	417.026	326.228	244.996	420.214	128.061	429.567	246.124	306.431	604.972	347.309	352.431	298.304
KCTD20	669.068	2650.92	475.189	239.349	856.168	1469.31	936.179	751.696	998.414000000001	647.432	493.002	600.728	735.86	596.197	450.356	452.359	306.113	353.166	1789.05	4220.69	1150.56	1050.94	690.754	520.657	1795.04	561.412	1116.82	934.182	291.876	712.047	748.951	775.37	457.11	889.657	258.732	718.824	1395.5	1327.61	265.602	3100.26	1156.05	485.549	448.514	1029.7	522.749	430.21	986.386	1023.03	373.884	988.827999999999	436.92	398.131	1164.01	86.0215	118.9	568.365	551.56	332.429	600.275	459.106	369.552	750.063	427.119	1201.73	575.116	401.156	578.568	678.768	437.657	753.515	356.293	865.450000000001	768.479	714.748	446.596	958.911	885.336	3561.75
TAB3	1574.93	1171.65	784.476	826.491	337.549	292.419	573.145	396.757	694.503	372.953	979.008	1197.82	172.511	711.652	365.444	443.108	631.414	537.757	1133.19	963.362	753.182	280.193	715.437	1282.63	498.705	939.95	1112.67	566.038	531.215	707.12	1731.65	606.765	698.914	352.408	1085.38	1360.33	324.3	568.905	676.342	299.033	733.365	202.312	740.796	398.38	1220.47	737.094	432.54	878.182	435.268	896.613	726.925	442.991	687.55	1069.89	637.09	829.001000000001	432.836	389.417	877.042	423.615	1005.38	885.477	1035.59	409.152	659.763	572.254	1063.91	933.086	927.197	1017.79	863.095	920.182	1126.32	1129.91	948.157	1020.33	733.186	759.423
MAMSTR	55.2354	2070.33	829.507	1098.37	1114.36	2431.61	305.429	3619.43	1609.41	26.735	2587.15	560.073	2585.97	1613.28	837.297	1924.14	990.183	2781.85	530.89	3784.91	281.836	1617.92	1572.61	921.596	3074.73	867.938	880.582	998.684	773.796	716.525	1625.52	1634.78	1437.58	2516.09	3838.29	2612.53	3959.58	1553.76	2142.24	2150.4	1497.66	277.457	828.256	2579.25	814.365	3054.02	1524.74	1897.58	3424.11	2388.37	1219.55	3835.51	3219.47	1451.61	999.999999999999	1504.14	2082.77	3842.61	2949.71	2651.8	977.599	717.342	1286.44	394.796	913.102	1106.36	1449.78	1088.23	1663.6	2074.88	1567.18	1988.03	950.723	1551.55	2808.24	393.614	2655.46	839.213999999999
ZNF621	726.705	951.818	572.36	783.889	415.789	476.133	361.376	321.621	330.867	139.468	668.575	704.49	194.57	472.246	335.886	530.065	344.043	577.422	373.972	571.983	368.222	134.827	600.378	670.423	892.342	420.704	715.472	351.909	610.345	668.159	793.955	482.558	394.174	255.668	437.257	471.185	368.856	685.512	330.914	248.461	364.105	242.775	659.316	264.558	460.105	452.677	480.354	367.879	606.027	228.409	454.397	476.635	672.785	881.72	238.687	415.433	232.022	753.053	390.548	533.728	353.343	639.315	703.39	503.664	363.8	695.954	523.306	505.11	594.142	538.709	1598.64	316.42	478.686	380.952	727.046	593.562	412.348	281.075
CYP4V2	1110.47	1360.49	1126.94	2564.68	918.202	3593.66	705.346	2969.39	745.243	182.689	1074.43	3828.28	1696.83	1445.31	1282.28	3334.88	2157.07	1119.76	1918.72	749.138	1328.73	675.011	1700.01	3313.15	611.543	3445.22	4685.88	2266.34	843.846	258.397	603.191	1574	1465.73	1140.14	2976.71	1885.3	792.375	2125.19	1374.46	1417.77	1848.17	1447.01	1953.28	467.798	1844.2	423.996	507.36	812.727	1906.25	627.771	1167.67	3003.74	1916.6	876.344	2204.97	1075.18	1152.65	1710.99	1388.75	1659.88	3649.67	1652.15	3098.31	2515.33	1595.08	2557.23	1685.25	2412.71	1151.46	1549.72	1541.67	1834.09	2583.5	4684.23	1320.42	1859.9	686.88	530.072
TMEM179B	2010.57	936.116	853.207	1185.9	1505.56	1749.7	1149.19	822.751999999999	1047.04	2270.69	942.112	712.985	2660.07	989.671	710.466	1296.95	1053.99	911.518	1326.76	1538.79	1390.82	1259.55	1090.87	911.737	786.163	734.81	467.809	693.725	1128.59	963.278	730.143	1178.65	889.376000000001	1909.74	915.912	788.857	1340.84	734.477	873.73	749.78	836.926	2396.92	819.286	1794.83	1131.36	1491.87	1095.3	1099.39	1774.55	1088.85	1334.24	1336.45	828.013	1559.14	1070.98	1051.87	948.44	1654.36	2060.99	2313.73	1204.05	860.811	1072.88	815.912	1002.55	1041.62	737.626	739.152	1163.18	748.772	1217.69	613.455	810.325	755.895	1274.2	803.629	608.6	704.892
C3ORF62	212.296	144.142	257.147	298.993	178.275	179.302	145.048	195.829	186.575	156.4	206.743	192.354	255.09	206.97	187.559	172.988	340.919	221.205	109.467	181.465	267.798	76.8555	171.992	121.596	183.87	54.483	106.438	180.781	265.932	261.084	129.639	414.376	163.963	234.939	93.1436	49.8639	157.556	430.591	165.457	207.564	191.19	198.459	241.45	203.239	212.772	249.044	322.745	216.97	257.812	48.9448	136.537	177.57	303.272	112.903	82.52	262.968	303.256	611.94	403.464	118.758	158.842	484.269	374.576	163.302	115.864	269.364	453.147	110.63	115.481	242.589	344.388	355.758	210.403	107.258	121.174	209.02	201.213	103.047
C6ORF226	406.82	138.505	128.573	106.119	554.386	217.409	208.04	164.55	302.854	61.9361	195.293	374.393	1009.05	150.594	121.456	569.843	193.217	206.712	133.427	237.5	259.159	428.634	223.748	112.207	285.239	241.62	87.7466	98.7275	258.797	99.4178	117.548	215.116	223.586	436.191	262.613	187.13	467.157	382.635	85.6313	148.637	232.896	632.948	138.292	144.234	92.8851	89.8662	155.838	146.061	571.429	225.572	237.575	564.486	124.9	155.914	288.376	79.2633	204.885	217.096	104.556	176.544	194.038	75.0063	332.203	214.147	61.2337	415.029	61.9894	97.4077	173.222	144.333	193.027	33.6374	57.4892	129.45	267.333	149.35	260.75	104.25
PHLDB3	491.835	248.02	392.831	338.497	114.007	256.318	283.879	317.882	298.097	237.05	250	147.452	243.213	268.752	413.274	235.893	239.625	370.709	74.7005	260.345	275.357	520.861	294.217	148.826	236.404	209.404	153.686	207.986	385.925	96.7309	186.062	465.116	293.975	213.345	287.193	178.165	365.641	302.877	320.755	214.6	105.436	183.044	327.415	352.102	279.195	262.428	278.915	198.182	73.6607	303.6	172.583	282.243	220.271	408.602	316.77	326.845	482.361	310.719	129.158	174.269	151.433	457.085	247.458	84.9409	216.119	258.959	375.781	183.796	119.665	176.182	229.592	236.602	282.362	269.533	231.106	130.856	256.891	238.172
GTF2H2C	173.391	203.731	453.859	402.014	269.928	379.462	237.464	265.865	376.85	206.751	640.585	269.418	195.136	289.989	446.057	182.239	350.29	219.68	618.276	199.569	137.138	87.8349	250.025	377.934	251.572	306.052	204.569	446.687	201.07	525.302	165.239	95.666	399.971	154.61	438.551	361.933	303.17	194.851	558.781	116.975	426.898	85.7418	437.301	297.725	460.105	286.329	203.653	218.788	268.973	373.116	205.352	478.505	418.196	225.806	185.448	446.206	492.537	252.375	194.966	268.911	301.94	323.182	252.542	401.376	693.982	449.711	320.519	326.602	391.632	536.676	375	237.172	384.826	244.105	468.457	187.386	248.622	266.64
CDK11A	963.525	195.191	560.889	176.522	690.099	374.055	727.712	337.886	546.781	1094.82	271.813	320.655	268.914	270.486	530.915	401.989	504.864	577.605	378.116	386.966	592.606	344.69	434.199	303.803	380.529	401.364	348.214	438.671	528.049	437.631	371.385	643.457	428.963	265.178	507.555	523.514	399.536	371.398	352.801	267.612	363.201	885.645	313.115	548.384	237.122	560.99	415.013	914.261	696.429	458.571	606.827	427.813	443.663	320.376	261.739	261.671	309.83	933.012	566.319	671.582	549.155	120.287	462.695	263.048	285.655	602.266	846.684	380.397	466.946	352.255	397.457	368.575	403.265	346.315	747.533	655.821	723.401	435.281
